start;end;baseprice;unit
01.11.2022 00:00:00;01.11.2022 01:00:00;9.99;Cent/kWh
01.11.2022 01:00:00;01.11.2022 02:00:00;9.99;Cent/kWh
01.11.2022 02:00:00;01.11.2022 03:00:00;9.60;Cent/kWh
01.11.2022 03:00:00;01.11.2022 04:00:00;8.63;Cent/kWh
01.11.2022 04:00:00;01.11.2022 05:00:00;9.00;Cent/kWh
01.11.2022 05:00:00;01.11.2022 06:00:00;10.80;Cent/kWh
01.11.2022 06:00:00;01.11.2022 07:00:00;12.55;Cent/kWh
01.11.2022 07:00:00;01.11.2022 08:00:00;11.55;Cent/kWh
01.11.2022 08:00:00;01.11.2022 09:00:00;11.99;Cent/kWh
01.11.2022 09:00:00;01.11.2022 10:00:00;13.32;Cent/kWh
01.11.2022 10:00:00;01.11.2022 11:00:00;13.45;Cent/kWh
01.11.2022 11:00:00;01.11.2022 12:00:00;11.56;Cent/kWh
01.11.2022 12:00:00;01.11.2022 13:00:00;11.82;Cent/kWh
01.11.2022 13:00:00;01.11.2022 14:00:00;11.34;Cent/kWh
01.11.2022 14:00:00;01.11.2022 15:00:00;11.45;Cent/kWh
01.11.2022 15:00:00;01.11.2022 16:00:00;13.06;Cent/kWh
01.11.2022 16:00:00;01.11.2022 17:00:00;14.63;Cent/kWh
01.11.2022 17:00:00;01.11.2022 18:00:00;14.27;Cent/kWh
01.11.2022 18:00:00;01.11.2022 19:00:00;14.94;Cent/kWh
01.11.2022 19:00:00;01.11.2022 20:00:00;12.17;Cent/kWh
01.11.2022 20:00:00;01.11.2022 21:00:00;11.00;Cent/kWh
01.11.2022 21:00:00;01.11.2022 22:00:00;11.29;Cent/kWh
01.11.2022 22:00:00;01.11.2022 23:00:00;12.65;Cent/kWh
01.11.2022 23:00:00;02.11.2022 00:00:00;13.01;Cent/kWh
02.11.2022 00:00:00;02.11.2022 01:00:00;10.03;Cent/kWh
02.11.2022 01:00:00;02.11.2022 02:00:00;12.62;Cent/kWh
02.11.2022 02:00:00;02.11.2022 03:00:00;11.50;Cent/kWh
02.11.2022 03:00:00;02.11.2022 04:00:00;10.50;Cent/kWh
02.11.2022 04:00:00;02.11.2022 05:00:00;10.63;Cent/kWh
02.11.2022 05:00:00;02.11.2022 06:00:00;12.60;Cent/kWh
02.11.2022 06:00:00;02.11.2022 07:00:00;15.49;Cent/kWh
02.11.2022 07:00:00;02.11.2022 08:00:00;15.79;Cent/kWh
02.11.2022 08:00:00;02.11.2022 09:00:00;16.00;Cent/kWh
02.11.2022 09:00:00;02.11.2022 10:00:00;15.17;Cent/kWh
02.11.2022 10:00:00;02.11.2022 11:00:00;14.79;Cent/kWh
02.11.2022 11:00:00;02.11.2022 12:00:00;15.12;Cent/kWh
02.11.2022 12:00:00;02.11.2022 13:00:00;15.06;Cent/kWh
02.11.2022 13:00:00;02.11.2022 14:00:00;14.79;Cent/kWh
02.11.2022 14:00:00;02.11.2022 15:00:00;15.80;Cent/kWh
02.11.2022 15:00:00;02.11.2022 16:00:00;16.59;Cent/kWh
02.11.2022 16:00:00;02.11.2022 17:00:00;16.99;Cent/kWh
02.11.2022 17:00:00;02.11.2022 18:00:00;17.00;Cent/kWh
02.11.2022 18:00:00;02.11.2022 19:00:00;16.99;Cent/kWh
02.11.2022 19:00:00;02.11.2022 20:00:00;16.74;Cent/kWh
02.11.2022 20:00:00;02.11.2022 21:00:00;16.59;Cent/kWh
02.11.2022 21:00:00;02.11.2022 22:00:00;14.58;Cent/kWh
02.11.2022 22:00:00;02.11.2022 23:00:00;14.25;Cent/kWh
02.11.2022 23:00:00;03.11.2022 00:00:00;12.54;Cent/kWh
03.11.2022 00:00:00;03.11.2022 01:00:00;14.38;Cent/kWh
03.11.2022 01:00:00;03.11.2022 02:00:00;12.77;Cent/kWh
03.11.2022 02:00:00;03.11.2022 03:00:00;12.64;Cent/kWh
03.11.2022 03:00:00;03.11.2022 04:00:00;12.41;Cent/kWh
03.11.2022 04:00:00;03.11.2022 05:00:00;11.22;Cent/kWh
03.11.2022 05:00:00;03.11.2022 06:00:00;12.17;Cent/kWh
03.11.2022 06:00:00;03.11.2022 07:00:00;14.00;Cent/kWh
03.11.2022 07:00:00;03.11.2022 08:00:00;15.49;Cent/kWh
03.11.2022 08:00:00;03.11.2022 09:00:00;15.01;Cent/kWh
03.11.2022 09:00:00;03.11.2022 10:00:00;15.00;Cent/kWh
03.11.2022 10:00:00;03.11.2022 11:00:00;12.90;Cent/kWh
03.11.2022 11:00:00;03.11.2022 12:00:00;12.73;Cent/kWh
03.11.2022 12:00:00;03.11.2022 13:00:00;13.54;Cent/kWh
03.11.2022 13:00:00;03.11.2022 14:00:00;12.93;Cent/kWh
03.11.2022 14:00:00;03.11.2022 15:00:00;15.01;Cent/kWh
03.11.2022 15:00:00;03.11.2022 16:00:00;15.13;Cent/kWh
03.11.2022 16:00:00;03.11.2022 17:00:00;16.19;Cent/kWh
03.11.2022 17:00:00;03.11.2022 18:00:00;17.00;Cent/kWh
03.11.2022 18:00:00;03.11.2022 19:00:00;18.77;Cent/kWh
03.11.2022 19:00:00;03.11.2022 20:00:00;16.14;Cent/kWh
03.11.2022 20:00:00;03.11.2022 21:00:00;13.97;Cent/kWh
03.11.2022 21:00:00;03.11.2022 22:00:00;13.40;Cent/kWh
03.11.2022 22:00:00;03.11.2022 23:00:00;13.47;Cent/kWh
03.11.2022 23:00:00;04.11.2022 00:00:00;11.41;Cent/kWh
04.11.2022 00:00:00;04.11.2022 01:00:00;8.28;Cent/kWh
04.11.2022 01:00:00;04.11.2022 02:00:00;7.87;Cent/kWh
04.11.2022 02:00:00;04.11.2022 03:00:00;7.82;Cent/kWh
04.11.2022 03:00:00;04.11.2022 04:00:00;8.60;Cent/kWh
04.11.2022 04:00:00;04.11.2022 05:00:00;13.50;Cent/kWh
04.11.2022 05:00:00;04.11.2022 06:00:00;14.44;Cent/kWh
04.11.2022 06:00:00;04.11.2022 07:00:00;17.48;Cent/kWh
04.11.2022 07:00:00;04.11.2022 08:00:00;20.61;Cent/kWh
04.11.2022 08:00:00;04.11.2022 09:00:00;21.52;Cent/kWh
04.11.2022 09:00:00;04.11.2022 10:00:00;20.99;Cent/kWh
04.11.2022 10:00:00;04.11.2022 11:00:00;20.50;Cent/kWh
04.11.2022 11:00:00;04.11.2022 12:00:00;20.02;Cent/kWh
04.11.2022 12:00:00;04.11.2022 13:00:00;19.97;Cent/kWh
04.11.2022 13:00:00;04.11.2022 14:00:00;18.90;Cent/kWh
04.11.2022 14:00:00;04.11.2022 15:00:00;20.51;Cent/kWh
04.11.2022 15:00:00;04.11.2022 16:00:00;21.30;Cent/kWh
04.11.2022 16:00:00;04.11.2022 17:00:00;21.74;Cent/kWh
04.11.2022 17:00:00;04.11.2022 18:00:00;24.00;Cent/kWh
04.11.2022 18:00:00;04.11.2022 19:00:00;24.06;Cent/kWh
04.11.2022 19:00:00;04.11.2022 20:00:00;21.77;Cent/kWh
04.11.2022 20:00:00;04.11.2022 21:00:00;19.56;Cent/kWh
04.11.2022 21:00:00;04.11.2022 22:00:00;18.70;Cent/kWh
04.11.2022 22:00:00;04.11.2022 23:00:00;17.98;Cent/kWh
04.11.2022 23:00:00;05.11.2022 00:00:00;17.20;Cent/kWh
05.11.2022 00:00:00;05.11.2022 01:00:00;15.06;Cent/kWh
05.11.2022 01:00:00;05.11.2022 02:00:00;13.01;Cent/kWh
05.11.2022 02:00:00;05.11.2022 03:00:00;13.01;Cent/kWh
05.11.2022 03:00:00;05.11.2022 04:00:00;13.07;Cent/kWh
05.11.2022 04:00:00;05.11.2022 05:00:00;13.07;Cent/kWh
05.11.2022 05:00:00;05.11.2022 06:00:00;13.50;Cent/kWh
05.11.2022 06:00:00;05.11.2022 07:00:00;13.40;Cent/kWh
05.11.2022 07:00:00;05.11.2022 08:00:00;14.22;Cent/kWh
05.11.2022 08:00:00;05.11.2022 09:00:00;14.28;Cent/kWh
05.11.2022 09:00:00;05.11.2022 10:00:00;14.44;Cent/kWh
05.11.2022 10:00:00;05.11.2022 11:00:00;13.71;Cent/kWh
05.11.2022 11:00:00;05.11.2022 12:00:00;12.84;Cent/kWh
05.11.2022 12:00:00;05.11.2022 13:00:00;12.56;Cent/kWh
05.11.2022 13:00:00;05.11.2022 14:00:00;11.56;Cent/kWh
05.11.2022 14:00:00;05.11.2022 15:00:00;12.81;Cent/kWh
05.11.2022 15:00:00;05.11.2022 16:00:00;13.80;Cent/kWh
05.11.2022 16:00:00;05.11.2022 17:00:00;15.22;Cent/kWh
05.11.2022 17:00:00;05.11.2022 18:00:00;16.69;Cent/kWh
05.11.2022 18:00:00;05.11.2022 19:00:00;17.00;Cent/kWh
05.11.2022 19:00:00;05.11.2022 20:00:00;16.33;Cent/kWh
05.11.2022 20:00:00;05.11.2022 21:00:00;14.13;Cent/kWh
05.11.2022 21:00:00;05.11.2022 22:00:00;13.65;Cent/kWh
05.11.2022 22:00:00;05.11.2022 23:00:00;13.27;Cent/kWh
05.11.2022 23:00:00;06.11.2022 00:00:00;11.50;Cent/kWh
06.11.2022 00:00:00;06.11.2022 01:00:00;8.75;Cent/kWh
06.11.2022 01:00:00;06.11.2022 02:00:00;12.99;Cent/kWh
06.11.2022 02:00:00;06.11.2022 03:00:00;13.30;Cent/kWh
06.11.2022 03:00:00;06.11.2022 04:00:00;11.21;Cent/kWh
06.11.2022 04:00:00;06.11.2022 05:00:00;8.57;Cent/kWh
06.11.2022 05:00:00;06.11.2022 06:00:00;10.77;Cent/kWh
06.11.2022 06:00:00;06.11.2022 07:00:00;11.41;Cent/kWh
06.11.2022 07:00:00;06.11.2022 08:00:00;12.50;Cent/kWh
06.11.2022 08:00:00;06.11.2022 09:00:00;12.00;Cent/kWh
06.11.2022 09:00:00;06.11.2022 10:00:00;11.63;Cent/kWh
06.11.2022 10:00:00;06.11.2022 11:00:00;11.43;Cent/kWh
06.11.2022 11:00:00;06.11.2022 12:00:00;11.35;Cent/kWh
06.11.2022 12:00:00;06.11.2022 13:00:00;9.23;Cent/kWh
06.11.2022 13:00:00;06.11.2022 14:00:00;11.18;Cent/kWh
06.11.2022 14:00:00;06.11.2022 15:00:00;11.44;Cent/kWh
06.11.2022 15:00:00;06.11.2022 16:00:00;11.46;Cent/kWh
06.11.2022 16:00:00;06.11.2022 17:00:00;12.51;Cent/kWh
06.11.2022 17:00:00;06.11.2022 18:00:00;18.00;Cent/kWh
06.11.2022 18:00:00;06.11.2022 19:00:00;19.00;Cent/kWh
06.11.2022 19:00:00;06.11.2022 20:00:00;18.50;Cent/kWh
06.11.2022 20:00:00;06.11.2022 21:00:00;15.50;Cent/kWh
06.11.2022 21:00:00;06.11.2022 22:00:00;16.10;Cent/kWh
06.11.2022 22:00:00;06.11.2022 23:00:00;16.40;Cent/kWh
06.11.2022 23:00:00;07.11.2022 00:00:00;14.51;Cent/kWh
07.11.2022 00:00:00;07.11.2022 01:00:00;0.01;Cent/kWh
07.11.2022 01:00:00;07.11.2022 02:00:00;0.01;Cent/kWh
07.11.2022 02:00:00;07.11.2022 03:00:00;0.01;Cent/kWh
07.11.2022 03:00:00;07.11.2022 04:00:00;0.03;Cent/kWh
07.11.2022 04:00:00;07.11.2022 05:00:00;0.50;Cent/kWh
07.11.2022 05:00:00;07.11.2022 06:00:00;5.67;Cent/kWh
07.11.2022 06:00:00;07.11.2022 07:00:00;13.32;Cent/kWh
07.11.2022 07:00:00;07.11.2022 08:00:00;17.69;Cent/kWh
07.11.2022 08:00:00;07.11.2022 09:00:00;17.96;Cent/kWh
07.11.2022 09:00:00;07.11.2022 10:00:00;14.01;Cent/kWh
07.11.2022 10:00:00;07.11.2022 11:00:00;13.01;Cent/kWh
07.11.2022 11:00:00;07.11.2022 12:00:00;13.00;Cent/kWh
07.11.2022 12:00:00;07.11.2022 13:00:00;13.01;Cent/kWh
07.11.2022 13:00:00;07.11.2022 14:00:00;13.37;Cent/kWh
07.11.2022 14:00:00;07.11.2022 15:00:00;15.42;Cent/kWh
07.11.2022 15:00:00;07.11.2022 16:00:00;15.76;Cent/kWh
07.11.2022 16:00:00;07.11.2022 17:00:00;17.50;Cent/kWh
07.11.2022 17:00:00;07.11.2022 18:00:00;19.00;Cent/kWh
07.11.2022 18:00:00;07.11.2022 19:00:00;19.00;Cent/kWh
07.11.2022 19:00:00;07.11.2022 20:00:00;18.00;Cent/kWh
07.11.2022 20:00:00;07.11.2022 21:00:00;13.01;Cent/kWh
07.11.2022 21:00:00;07.11.2022 22:00:00;15.19;Cent/kWh
07.11.2022 22:00:00;07.11.2022 23:00:00;13.00;Cent/kWh
07.11.2022 23:00:00;08.11.2022 00:00:00;13.00;Cent/kWh
08.11.2022 00:00:00;08.11.2022 01:00:00;14.96;Cent/kWh
08.11.2022 01:00:00;08.11.2022 02:00:00;13.98;Cent/kWh
08.11.2022 02:00:00;08.11.2022 03:00:00;13.78;Cent/kWh
08.11.2022 03:00:00;08.11.2022 04:00:00;13.31;Cent/kWh
08.11.2022 04:00:00;08.11.2022 05:00:00;14.58;Cent/kWh
08.11.2022 05:00:00;08.11.2022 06:00:00;17.07;Cent/kWh
08.11.2022 06:00:00;08.11.2022 07:00:00;16.13;Cent/kWh
08.11.2022 07:00:00;08.11.2022 08:00:00;17.00;Cent/kWh
08.11.2022 08:00:00;08.11.2022 09:00:00;17.25;Cent/kWh
08.11.2022 09:00:00;08.11.2022 10:00:00;17.19;Cent/kWh
08.11.2022 10:00:00;08.11.2022 11:00:00;17.26;Cent/kWh
08.11.2022 11:00:00;08.11.2022 12:00:00;16.06;Cent/kWh
08.11.2022 12:00:00;08.11.2022 13:00:00;15.40;Cent/kWh
08.11.2022 13:00:00;08.11.2022 14:00:00;15.29;Cent/kWh
08.11.2022 14:00:00;08.11.2022 15:00:00;13.66;Cent/kWh
08.11.2022 15:00:00;08.11.2022 16:00:00;15.00;Cent/kWh
08.11.2022 16:00:00;08.11.2022 17:00:00;17.31;Cent/kWh
08.11.2022 17:00:00;08.11.2022 18:00:00;18.01;Cent/kWh
08.11.2022 18:00:00;08.11.2022 19:00:00;18.01;Cent/kWh
08.11.2022 19:00:00;08.11.2022 20:00:00;17.30;Cent/kWh
08.11.2022 20:00:00;08.11.2022 21:00:00;15.97;Cent/kWh
08.11.2022 21:00:00;08.11.2022 22:00:00;14.07;Cent/kWh
08.11.2022 22:00:00;08.11.2022 23:00:00;15.72;Cent/kWh
08.11.2022 23:00:00;09.11.2022 00:00:00;11.97;Cent/kWh
09.11.2022 00:00:00;09.11.2022 01:00:00;14.00;Cent/kWh
09.11.2022 01:00:00;09.11.2022 02:00:00;14.31;Cent/kWh
09.11.2022 02:00:00;09.11.2022 03:00:00;14.31;Cent/kWh
09.11.2022 03:00:00;09.11.2022 04:00:00;14.31;Cent/kWh
09.11.2022 04:00:00;09.11.2022 05:00:00;14.30;Cent/kWh
09.11.2022 05:00:00;09.11.2022 06:00:00;17.06;Cent/kWh
09.11.2022 06:00:00;09.11.2022 07:00:00;18.70;Cent/kWh
09.11.2022 07:00:00;09.11.2022 08:00:00;20.42;Cent/kWh
09.11.2022 08:00:00;09.11.2022 09:00:00;21.06;Cent/kWh
09.11.2022 09:00:00;09.11.2022 10:00:00;19.69;Cent/kWh
09.11.2022 10:00:00;09.11.2022 11:00:00;18.70;Cent/kWh
09.11.2022 11:00:00;09.11.2022 12:00:00;18.18;Cent/kWh
09.11.2022 12:00:00;09.11.2022 13:00:00;16.82;Cent/kWh
09.11.2022 13:00:00;09.11.2022 14:00:00;17.53;Cent/kWh
09.11.2022 14:00:00;09.11.2022 15:00:00;19.16;Cent/kWh
09.11.2022 15:00:00;09.11.2022 16:00:00;20.35;Cent/kWh
09.11.2022 16:00:00;09.11.2022 17:00:00;23.41;Cent/kWh
09.11.2022 17:00:00;09.11.2022 18:00:00;24.62;Cent/kWh
09.11.2022 18:00:00;09.11.2022 19:00:00;23.87;Cent/kWh
09.11.2022 19:00:00;09.11.2022 20:00:00;20.78;Cent/kWh
09.11.2022 20:00:00;09.11.2022 21:00:00;19.70;Cent/kWh
09.11.2022 21:00:00;09.11.2022 22:00:00;19.49;Cent/kWh
09.11.2022 22:00:00;09.11.2022 23:00:00;19.16;Cent/kWh
09.11.2022 23:00:00;10.11.2022 00:00:00;16.47;Cent/kWh
10.11.2022 00:00:00;10.11.2022 01:00:00;19.30;Cent/kWh
10.11.2022 01:00:00;10.11.2022 02:00:00;18.08;Cent/kWh
10.11.2022 02:00:00;10.11.2022 03:00:00;15.42;Cent/kWh
10.11.2022 03:00:00;10.11.2022 04:00:00;15.00;Cent/kWh
10.11.2022 04:00:00;10.11.2022 05:00:00;17.52;Cent/kWh
10.11.2022 05:00:00;10.11.2022 06:00:00;20.00;Cent/kWh
10.11.2022 06:00:00;10.11.2022 07:00:00;20.93;Cent/kWh
10.11.2022 07:00:00;10.11.2022 08:00:00;22.50;Cent/kWh
10.11.2022 08:00:00;10.11.2022 09:00:00;22.81;Cent/kWh
10.11.2022 09:00:00;10.11.2022 10:00:00;22.00;Cent/kWh
10.11.2022 10:00:00;10.11.2022 11:00:00;21.99;Cent/kWh
10.11.2022 11:00:00;10.11.2022 12:00:00;21.95;Cent/kWh
10.11.2022 12:00:00;10.11.2022 13:00:00;21.19;Cent/kWh
10.11.2022 13:00:00;10.11.2022 14:00:00;21.20;Cent/kWh
10.11.2022 14:00:00;10.11.2022 15:00:00;21.00;Cent/kWh
10.11.2022 15:00:00;10.11.2022 16:00:00;21.82;Cent/kWh
10.11.2022 16:00:00;10.11.2022 17:00:00;25.01;Cent/kWh
10.11.2022 17:00:00;10.11.2022 18:00:00;26.97;Cent/kWh
10.11.2022 18:00:00;10.11.2022 19:00:00;23.21;Cent/kWh
10.11.2022 19:00:00;10.11.2022 20:00:00;21.19;Cent/kWh
10.11.2022 20:00:00;10.11.2022 21:00:00;20.50;Cent/kWh
10.11.2022 21:00:00;10.11.2022 22:00:00;20.00;Cent/kWh
10.11.2022 22:00:00;10.11.2022 23:00:00;17.82;Cent/kWh
10.11.2022 23:00:00;11.11.2022 00:00:00;15.00;Cent/kWh
11.11.2022 00:00:00;11.11.2022 01:00:00;17.51;Cent/kWh
11.11.2022 01:00:00;11.11.2022 02:00:00;17.28;Cent/kWh
11.11.2022 02:00:00;11.11.2022 03:00:00;17.04;Cent/kWh
11.11.2022 03:00:00;11.11.2022 04:00:00;17.10;Cent/kWh
11.11.2022 04:00:00;11.11.2022 05:00:00;17.11;Cent/kWh
11.11.2022 05:00:00;11.11.2022 06:00:00;18.88;Cent/kWh
11.11.2022 06:00:00;11.11.2022 07:00:00;23.58;Cent/kWh
11.11.2022 07:00:00;11.11.2022 08:00:00;23.50;Cent/kWh
11.11.2022 08:00:00;11.11.2022 09:00:00;22.83;Cent/kWh
11.11.2022 09:00:00;11.11.2022 10:00:00;21.95;Cent/kWh
11.11.2022 10:00:00;11.11.2022 11:00:00;21.00;Cent/kWh
11.11.2022 11:00:00;11.11.2022 12:00:00;21.57;Cent/kWh
11.11.2022 12:00:00;11.11.2022 13:00:00;21.00;Cent/kWh
11.11.2022 13:00:00;11.11.2022 14:00:00;20.74;Cent/kWh
11.11.2022 14:00:00;11.11.2022 15:00:00;21.00;Cent/kWh
11.11.2022 15:00:00;11.11.2022 16:00:00;23.13;Cent/kWh
11.11.2022 16:00:00;11.11.2022 17:00:00;24.52;Cent/kWh
11.11.2022 17:00:00;11.11.2022 18:00:00;24.69;Cent/kWh
11.11.2022 18:00:00;11.11.2022 19:00:00;23.18;Cent/kWh
11.11.2022 19:00:00;11.11.2022 20:00:00;22.28;Cent/kWh
11.11.2022 20:00:00;11.11.2022 21:00:00;21.99;Cent/kWh
11.11.2022 21:00:00;11.11.2022 22:00:00;21.00;Cent/kWh
11.11.2022 22:00:00;11.11.2022 23:00:00;18.81;Cent/kWh
11.11.2022 23:00:00;12.11.2022 00:00:00;16.00;Cent/kWh
12.11.2022 00:00:00;12.11.2022 01:00:00;17.76;Cent/kWh
12.11.2022 01:00:00;12.11.2022 02:00:00;13.42;Cent/kWh
12.11.2022 02:00:00;12.11.2022 03:00:00;13.00;Cent/kWh
12.11.2022 03:00:00;12.11.2022 04:00:00;12.68;Cent/kWh
12.11.2022 04:00:00;12.11.2022 05:00:00;12.94;Cent/kWh
12.11.2022 05:00:00;12.11.2022 06:00:00;12.97;Cent/kWh
12.11.2022 06:00:00;12.11.2022 07:00:00;15.80;Cent/kWh
12.11.2022 07:00:00;12.11.2022 08:00:00;17.81;Cent/kWh
12.11.2022 08:00:00;12.11.2022 09:00:00;18.96;Cent/kWh
12.11.2022 09:00:00;12.11.2022 10:00:00;19.00;Cent/kWh
12.11.2022 10:00:00;12.11.2022 11:00:00;18.50;Cent/kWh
12.11.2022 11:00:00;12.11.2022 12:00:00;18.21;Cent/kWh
12.11.2022 12:00:00;12.11.2022 13:00:00;18.00;Cent/kWh
12.11.2022 13:00:00;12.11.2022 14:00:00;17.92;Cent/kWh
12.11.2022 14:00:00;12.11.2022 15:00:00;18.53;Cent/kWh
12.11.2022 15:00:00;12.11.2022 16:00:00;19.39;Cent/kWh
12.11.2022 16:00:00;12.11.2022 17:00:00;23.94;Cent/kWh
12.11.2022 17:00:00;12.11.2022 18:00:00;23.73;Cent/kWh
12.11.2022 18:00:00;12.11.2022 19:00:00;23.80;Cent/kWh
12.11.2022 19:00:00;12.11.2022 20:00:00;22.04;Cent/kWh
12.11.2022 20:00:00;12.11.2022 21:00:00;19.79;Cent/kWh
12.11.2022 21:00:00;12.11.2022 22:00:00;19.01;Cent/kWh
12.11.2022 22:00:00;12.11.2022 23:00:00;18.32;Cent/kWh
12.11.2022 23:00:00;13.11.2022 00:00:00;15.97;Cent/kWh
13.11.2022 00:00:00;13.11.2022 01:00:00;16.88;Cent/kWh
13.11.2022 01:00:00;13.11.2022 02:00:00;15.22;Cent/kWh
13.11.2022 02:00:00;13.11.2022 03:00:00;14.30;Cent/kWh
13.11.2022 03:00:00;13.11.2022 04:00:00;12.70;Cent/kWh
13.11.2022 04:00:00;13.11.2022 05:00:00;13.41;Cent/kWh
13.11.2022 05:00:00;13.11.2022 06:00:00;13.53;Cent/kWh
13.11.2022 06:00:00;13.11.2022 07:00:00;13.53;Cent/kWh
13.11.2022 07:00:00;13.11.2022 08:00:00;15.08;Cent/kWh
13.11.2022 08:00:00;13.11.2022 09:00:00;15.60;Cent/kWh
13.11.2022 09:00:00;13.11.2022 10:00:00;16.02;Cent/kWh
13.11.2022 10:00:00;13.11.2022 11:00:00;15.65;Cent/kWh
13.11.2022 11:00:00;13.11.2022 12:00:00;15.79;Cent/kWh
13.11.2022 12:00:00;13.11.2022 13:00:00;16.34;Cent/kWh
13.11.2022 13:00:00;13.11.2022 14:00:00;15.74;Cent/kWh
13.11.2022 14:00:00;13.11.2022 15:00:00;17.80;Cent/kWh
13.11.2022 15:00:00;13.11.2022 16:00:00;18.64;Cent/kWh
13.11.2022 16:00:00;13.11.2022 17:00:00;20.03;Cent/kWh
13.11.2022 17:00:00;13.11.2022 18:00:00;22.35;Cent/kWh
13.11.2022 18:00:00;13.11.2022 19:00:00;22.05;Cent/kWh
13.11.2022 19:00:00;13.11.2022 20:00:00;21.94;Cent/kWh
13.11.2022 20:00:00;13.11.2022 21:00:00;20.70;Cent/kWh
13.11.2022 21:00:00;13.11.2022 22:00:00;18.30;Cent/kWh
13.11.2022 22:00:00;13.11.2022 23:00:00;17.80;Cent/kWh
13.11.2022 23:00:00;14.11.2022 00:00:00;16.00;Cent/kWh
14.11.2022 00:00:00;14.11.2022 01:00:00;14.25;Cent/kWh
14.11.2022 01:00:00;14.11.2022 02:00:00;13.35;Cent/kWh
14.11.2022 02:00:00;14.11.2022 03:00:00;15.00;Cent/kWh
14.11.2022 03:00:00;14.11.2022 04:00:00;11.79;Cent/kWh
14.11.2022 04:00:00;14.11.2022 05:00:00;12.98;Cent/kWh
14.11.2022 05:00:00;14.11.2022 06:00:00;17.29;Cent/kWh
14.11.2022 06:00:00;14.11.2022 07:00:00;21.74;Cent/kWh
14.11.2022 07:00:00;14.11.2022 08:00:00;24.50;Cent/kWh
14.11.2022 08:00:00;14.11.2022 09:00:00;25.01;Cent/kWh
14.11.2022 09:00:00;14.11.2022 10:00:00;24.24;Cent/kWh
14.11.2022 10:00:00;14.11.2022 11:00:00;22.97;Cent/kWh
14.11.2022 11:00:00;14.11.2022 12:00:00;21.52;Cent/kWh
14.11.2022 12:00:00;14.11.2022 13:00:00;20.46;Cent/kWh
14.11.2022 13:00:00;14.11.2022 14:00:00;21.28;Cent/kWh
14.11.2022 14:00:00;14.11.2022 15:00:00;20.73;Cent/kWh
14.11.2022 15:00:00;14.11.2022 16:00:00;23.65;Cent/kWh
14.11.2022 16:00:00;14.11.2022 17:00:00;26.01;Cent/kWh
14.11.2022 17:00:00;14.11.2022 18:00:00;26.44;Cent/kWh
14.11.2022 18:00:00;14.11.2022 19:00:00;25.02;Cent/kWh
14.11.2022 19:00:00;14.11.2022 20:00:00;24.19;Cent/kWh
14.11.2022 20:00:00;14.11.2022 21:00:00;21.04;Cent/kWh
14.11.2022 21:00:00;14.11.2022 22:00:00;19.00;Cent/kWh
14.11.2022 22:00:00;14.11.2022 23:00:00;19.01;Cent/kWh
14.11.2022 23:00:00;15.11.2022 00:00:00;18.36;Cent/kWh
15.11.2022 00:00:00;15.11.2022 01:00:00;19.08;Cent/kWh
15.11.2022 01:00:00;15.11.2022 02:00:00;18.90;Cent/kWh
15.11.2022 02:00:00;15.11.2022 03:00:00;17.97;Cent/kWh
15.11.2022 03:00:00;15.11.2022 04:00:00;18.30;Cent/kWh
