start;end;baseprice;unit
01.06.2022 00:00:00;01.06.2022 01:00:00;22.00;Cent/kWh
01.06.2022 01:00:00;01.06.2022 02:00:00;20.75;Cent/kWh
01.06.2022 02:00:00;01.06.2022 03:00:00;19.91;Cent/kWh
01.06.2022 03:00:00;01.06.2022 04:00:00;18.25;Cent/kWh
01.06.2022 04:00:00;01.06.2022 05:00:00;18.23;Cent/kWh
01.06.2022 05:00:00;01.06.2022 06:00:00;19.90;Cent/kWh
01.06.2022 06:00:00;01.06.2022 07:00:00;23.00;Cent/kWh
01.06.2022 07:00:00;01.06.2022 08:00:00;24.97;Cent/kWh
01.06.2022 08:00:00;01.06.2022 09:00:00;24.64;Cent/kWh
01.06.2022 09:00:00;01.06.2022 10:00:00;22.88;Cent/kWh
01.06.2022 10:00:00;01.06.2022 11:00:00;21.18;Cent/kWh
01.06.2022 11:00:00;01.06.2022 12:00:00;20.66;Cent/kWh
01.06.2022 12:00:00;01.06.2022 13:00:00;21.10;Cent/kWh
01.06.2022 13:00:00;01.06.2022 14:00:00;21.10;Cent/kWh
01.06.2022 14:00:00;01.06.2022 15:00:00;20.53;Cent/kWh
01.06.2022 15:00:00;01.06.2022 16:00:00;18.00;Cent/kWh
01.06.2022 16:00:00;01.06.2022 17:00:00;18.16;Cent/kWh
01.06.2022 17:00:00;01.06.2022 18:00:00;19.97;Cent/kWh
01.06.2022 18:00:00;01.06.2022 19:00:00;22.99;Cent/kWh
01.06.2022 19:00:00;01.06.2022 20:00:00;25.20;Cent/kWh
01.06.2022 20:00:00;01.06.2022 21:00:00;25.77;Cent/kWh
01.06.2022 21:00:00;01.06.2022 22:00:00;26.26;Cent/kWh
01.06.2022 22:00:00;01.06.2022 23:00:00;25.00;Cent/kWh
01.06.2022 23:00:00;02.06.2022 00:00:00;23.03;Cent/kWh
02.06.2022 00:00:00;02.06.2022 01:00:00;19.10;Cent/kWh
02.06.2022 01:00:00;02.06.2022 02:00:00;17.50;Cent/kWh
02.06.2022 02:00:00;02.06.2022 03:00:00;16.93;Cent/kWh
02.06.2022 03:00:00;02.06.2022 04:00:00;16.20;Cent/kWh
02.06.2022 04:00:00;02.06.2022 05:00:00;16.51;Cent/kWh
02.06.2022 05:00:00;02.06.2022 06:00:00;17.17;Cent/kWh
02.06.2022 06:00:00;02.06.2022 07:00:00;20.97;Cent/kWh
02.06.2022 07:00:00;02.06.2022 08:00:00;22.31;Cent/kWh
02.06.2022 08:00:00;02.06.2022 09:00:00;21.81;Cent/kWh
02.06.2022 09:00:00;02.06.2022 10:00:00;19.09;Cent/kWh
02.06.2022 10:00:00;02.06.2022 11:00:00;17.52;Cent/kWh
02.06.2022 11:00:00;02.06.2022 12:00:00;18.00;Cent/kWh
02.06.2022 12:00:00;02.06.2022 13:00:00;17.99;Cent/kWh
02.06.2022 13:00:00;02.06.2022 14:00:00;17.49;Cent/kWh
02.06.2022 14:00:00;02.06.2022 15:00:00;16.94;Cent/kWh
02.06.2022 15:00:00;02.06.2022 16:00:00;18.00;Cent/kWh
02.06.2022 16:00:00;02.06.2022 17:00:00;18.40;Cent/kWh
02.06.2022 17:00:00;02.06.2022 18:00:00;18.39;Cent/kWh
02.06.2022 18:00:00;02.06.2022 19:00:00;22.17;Cent/kWh
02.06.2022 19:00:00;02.06.2022 20:00:00;23.07;Cent/kWh
02.06.2022 20:00:00;02.06.2022 21:00:00;23.90;Cent/kWh
02.06.2022 21:00:00;02.06.2022 22:00:00;22.89;Cent/kWh
02.06.2022 22:00:00;02.06.2022 23:00:00;22.84;Cent/kWh
02.06.2022 23:00:00;03.06.2022 00:00:00;21.04;Cent/kWh
03.06.2022 00:00:00;03.06.2022 01:00:00;17.76;Cent/kWh
03.06.2022 01:00:00;03.06.2022 02:00:00;16.31;Cent/kWh
03.06.2022 02:00:00;03.06.2022 03:00:00;15.74;Cent/kWh
03.06.2022 03:00:00;03.06.2022 04:00:00;15.96;Cent/kWh
03.06.2022 04:00:00;03.06.2022 05:00:00;16.17;Cent/kWh
03.06.2022 05:00:00;03.06.2022 06:00:00;16.99;Cent/kWh
03.06.2022 06:00:00;03.06.2022 07:00:00;20.98;Cent/kWh
03.06.2022 07:00:00;03.06.2022 08:00:00;22.51;Cent/kWh
03.06.2022 08:00:00;03.06.2022 09:00:00;22.15;Cent/kWh
03.06.2022 09:00:00;03.06.2022 10:00:00;19.71;Cent/kWh
03.06.2022 10:00:00;03.06.2022 11:00:00;18.00;Cent/kWh
03.06.2022 11:00:00;03.06.2022 12:00:00;16.21;Cent/kWh
03.06.2022 12:00:00;03.06.2022 13:00:00;16.81;Cent/kWh
03.06.2022 13:00:00;03.06.2022 14:00:00;15.66;Cent/kWh
03.06.2022 14:00:00;03.06.2022 15:00:00;15.60;Cent/kWh
03.06.2022 15:00:00;03.06.2022 16:00:00;15.88;Cent/kWh
03.06.2022 16:00:00;03.06.2022 17:00:00;16.80;Cent/kWh
03.06.2022 17:00:00;03.06.2022 18:00:00;19.74;Cent/kWh
03.06.2022 18:00:00;03.06.2022 19:00:00;21.49;Cent/kWh
03.06.2022 19:00:00;03.06.2022 20:00:00;22.49;Cent/kWh
03.06.2022 20:00:00;03.06.2022 21:00:00;22.18;Cent/kWh
03.06.2022 21:00:00;03.06.2022 22:00:00;21.61;Cent/kWh
03.06.2022 22:00:00;03.06.2022 23:00:00;21.68;Cent/kWh
03.06.2022 23:00:00;04.06.2022 00:00:00;18.50;Cent/kWh
04.06.2022 00:00:00;04.06.2022 01:00:00;17.58;Cent/kWh
04.06.2022 01:00:00;04.06.2022 02:00:00;16.80;Cent/kWh
04.06.2022 02:00:00;04.06.2022 03:00:00;16.69;Cent/kWh
04.06.2022 03:00:00;04.06.2022 04:00:00;15.71;Cent/kWh
04.06.2022 04:00:00;04.06.2022 05:00:00;15.55;Cent/kWh
04.06.2022 05:00:00;04.06.2022 06:00:00;15.60;Cent/kWh
04.06.2022 06:00:00;04.06.2022 07:00:00;15.98;Cent/kWh
04.06.2022 07:00:00;04.06.2022 08:00:00;16.99;Cent/kWh
04.06.2022 08:00:00;04.06.2022 09:00:00;18.00;Cent/kWh
04.06.2022 09:00:00;04.06.2022 10:00:00;17.85;Cent/kWh
04.06.2022 10:00:00;04.06.2022 11:00:00;16.38;Cent/kWh
04.06.2022 11:00:00;04.06.2022 12:00:00;18.40;Cent/kWh
04.06.2022 12:00:00;04.06.2022 13:00:00;16.84;Cent/kWh
04.06.2022 13:00:00;04.06.2022 14:00:00;15.98;Cent/kWh
04.06.2022 14:00:00;04.06.2022 15:00:00;14.70;Cent/kWh
04.06.2022 15:00:00;04.06.2022 16:00:00;14.70;Cent/kWh
04.06.2022 16:00:00;04.06.2022 17:00:00;14.81;Cent/kWh
04.06.2022 17:00:00;04.06.2022 18:00:00;15.93;Cent/kWh
04.06.2022 18:00:00;04.06.2022 19:00:00;17.99;Cent/kWh
04.06.2022 19:00:00;04.06.2022 20:00:00;19.91;Cent/kWh
04.06.2022 20:00:00;04.06.2022 21:00:00;20.92;Cent/kWh
04.06.2022 21:00:00;04.06.2022 22:00:00;19.90;Cent/kWh
04.06.2022 22:00:00;04.06.2022 23:00:00;19.91;Cent/kWh
