start;end;baseprice;unit
01.12.2022 00:00:00;01.12.2022 01:00:00;29.17;Cent/kWh
01.12.2022 01:00:00;01.12.2022 02:00:00;29.09;Cent/kWh
01.12.2022 02:00:00;01.12.2022 03:00:00;28.38;Cent/kWh
01.12.2022 03:00:00;01.12.2022 04:00:00;27.38;Cent/kWh
01.12.2022 04:00:00;01.12.2022 05:00:00;27.11;Cent/kWh
01.12.2022 05:00:00;01.12.2022 06:00:00;28.34;Cent/kWh
01.12.2022 06:00:00;01.12.2022 07:00:00;35.00;Cent/kWh
01.12.2022 07:00:00;01.12.2022 08:00:00;44.56;Cent/kWh
01.12.2022 08:00:00;01.12.2022 09:00:00;46.17;Cent/kWh
01.12.2022 09:00:00;01.12.2022 10:00:00;45.82;Cent/kWh
01.12.2022 10:00:00;01.12.2022 11:00:00;44.95;Cent/kWh
01.12.2022 11:00:00;01.12.2022 12:00:00;44.34;Cent/kWh
01.12.2022 12:00:00;01.12.2022 13:00:00;43.49;Cent/kWh
01.12.2022 13:00:00;01.12.2022 14:00:00;44.65;Cent/kWh
01.12.2022 14:00:00;01.12.2022 15:00:00;46.41;Cent/kWh
01.12.2022 15:00:00;01.12.2022 16:00:00;46.06;Cent/kWh
01.12.2022 16:00:00;01.12.2022 17:00:00;45.80;Cent/kWh
01.12.2022 17:00:00;01.12.2022 18:00:00;48.41;Cent/kWh
01.12.2022 18:00:00;01.12.2022 19:00:00;46.98;Cent/kWh
01.12.2022 19:00:00;01.12.2022 20:00:00;45.79;Cent/kWh
01.12.2022 20:00:00;01.12.2022 21:00:00;42.98;Cent/kWh
01.12.2022 21:00:00;01.12.2022 22:00:00;37.95;Cent/kWh
01.12.2022 22:00:00;01.12.2022 23:00:00;34.00;Cent/kWh
01.12.2022 23:00:00;02.12.2022 00:00:00;30.66;Cent/kWh
02.12.2022 00:00:00;02.12.2022 01:00:00;31.00;Cent/kWh
02.12.2022 01:00:00;02.12.2022 02:00:00;29.82;Cent/kWh
02.12.2022 02:00:00;02.12.2022 03:00:00;30.02;Cent/kWh
02.12.2022 03:00:00;02.12.2022 04:00:00;29.85;Cent/kWh
02.12.2022 04:00:00;02.12.2022 05:00:00;30.07;Cent/kWh
02.12.2022 05:00:00;02.12.2022 06:00:00;31.88;Cent/kWh
02.12.2022 06:00:00;02.12.2022 07:00:00;36.58;Cent/kWh
02.12.2022 07:00:00;02.12.2022 08:00:00;43.01;Cent/kWh
02.12.2022 08:00:00;02.12.2022 09:00:00;44.46;Cent/kWh
02.12.2022 09:00:00;02.12.2022 10:00:00;44.02;Cent/kWh
02.12.2022 10:00:00;02.12.2022 11:00:00;42.99;Cent/kWh
02.12.2022 11:00:00;02.12.2022 12:00:00;43.19;Cent/kWh
02.12.2022 12:00:00;02.12.2022 13:00:00;42.47;Cent/kWh
02.12.2022 13:00:00;02.12.2022 14:00:00;40.41;Cent/kWh
02.12.2022 14:00:00;02.12.2022 15:00:00;43.50;Cent/kWh
02.12.2022 15:00:00;02.12.2022 16:00:00;43.00;Cent/kWh
02.12.2022 16:00:00;02.12.2022 17:00:00;43.00;Cent/kWh
02.12.2022 17:00:00;02.12.2022 18:00:00;43.20;Cent/kWh
02.12.2022 18:00:00;02.12.2022 19:00:00;42.49;Cent/kWh
02.12.2022 19:00:00;02.12.2022 20:00:00;40.38;Cent/kWh
02.12.2022 20:00:00;02.12.2022 21:00:00;41.49;Cent/kWh
02.12.2022 21:00:00;02.12.2022 22:00:00;35.47;Cent/kWh
02.12.2022 22:00:00;02.12.2022 23:00:00;32.16;Cent/kWh
02.12.2022 23:00:00;03.12.2022 00:00:00;27.00;Cent/kWh
03.12.2022 00:00:00;03.12.2022 01:00:00;27.46;Cent/kWh
03.12.2022 01:00:00;03.12.2022 02:00:00;25.20;Cent/kWh
03.12.2022 02:00:00;03.12.2022 03:00:00;24.01;Cent/kWh
03.12.2022 03:00:00;03.12.2022 04:00:00;22.83;Cent/kWh
03.12.2022 04:00:00;03.12.2022 05:00:00;23.22;Cent/kWh
03.12.2022 05:00:00;03.12.2022 06:00:00;25.29;Cent/kWh
03.12.2022 06:00:00;03.12.2022 07:00:00;26.25;Cent/kWh
03.12.2022 07:00:00;03.12.2022 08:00:00;29.51;Cent/kWh
03.12.2022 08:00:00;03.12.2022 09:00:00;31.51;Cent/kWh
03.12.2022 09:00:00;03.12.2022 10:00:00;34.19;Cent/kWh
03.12.2022 10:00:00;03.12.2022 11:00:00;32.89;Cent/kWh
03.12.2022 11:00:00;03.12.2022 12:00:00;32.86;Cent/kWh
03.12.2022 12:00:00;03.12.2022 13:00:00;32.12;Cent/kWh
03.12.2022 13:00:00;03.12.2022 14:00:00;31.47;Cent/kWh
03.12.2022 14:00:00;03.12.2022 15:00:00;31.59;Cent/kWh
03.12.2022 15:00:00;03.12.2022 16:00:00;31.59;Cent/kWh
03.12.2022 16:00:00;03.12.2022 17:00:00;33.10;Cent/kWh
03.12.2022 17:00:00;03.12.2022 18:00:00;35.87;Cent/kWh
03.12.2022 18:00:00;03.12.2022 19:00:00;34.58;Cent/kWh
03.12.2022 19:00:00;03.12.2022 20:00:00;31.37;Cent/kWh
03.12.2022 20:00:00;03.12.2022 21:00:00;29.51;Cent/kWh
03.12.2022 21:00:00;03.12.2022 22:00:00;28.99;Cent/kWh
03.12.2022 22:00:00;03.12.2022 23:00:00;28.17;Cent/kWh
03.12.2022 23:00:00;04.12.2022 00:00:00;25.36;Cent/kWh
04.12.2022 00:00:00;04.12.2022 01:00:00;24.65;Cent/kWh
04.12.2022 01:00:00;04.12.2022 02:00:00;23.61;Cent/kWh
04.12.2022 02:00:00;04.12.2022 03:00:00;24.22;Cent/kWh
04.12.2022 03:00:00;04.12.2022 04:00:00;21.93;Cent/kWh
04.12.2022 04:00:00;04.12.2022 05:00:00;21.52;Cent/kWh
04.12.2022 05:00:00;04.12.2022 06:00:00;21.73;Cent/kWh
04.12.2022 06:00:00;04.12.2022 07:00:00;21.75;Cent/kWh
04.12.2022 07:00:00;04.12.2022 08:00:00;20.80;Cent/kWh
04.12.2022 08:00:00;04.12.2022 09:00:00;26.28;Cent/kWh
04.12.2022 09:00:00;04.12.2022 10:00:00;28.63;Cent/kWh
04.12.2022 10:00:00;04.12.2022 11:00:00;30.21;Cent/kWh
04.12.2022 11:00:00;04.12.2022 12:00:00;30.88;Cent/kWh
04.12.2022 12:00:00;04.12.2022 13:00:00;30.80;Cent/kWh
