start;end;baseprice;unit
01.09.2021 00:00:00;01.09.2021 01:00:00;9.48;Cent/kWh
01.09.2021 01:00:00;01.09.2021 02:00:00;9.26;Cent/kWh
01.09.2021 02:00:00;01.09.2021 03:00:00;8.95;Cent/kWh
01.09.2021 03:00:00;01.09.2021 04:00:00;8.75;Cent/kWh
01.09.2021 04:00:00;01.09.2021 05:00:00;8.84;Cent/kWh
01.09.2021 05:00:00;01.09.2021 06:00:00;9.88;Cent/kWh
01.09.2021 06:00:00;01.09.2021 07:00:00;11.87;Cent/kWh
01.09.2021 07:00:00;01.09.2021 08:00:00;13.51;Cent/kWh
01.09.2021 08:00:00;01.09.2021 09:00:00;14.07;Cent/kWh
01.09.2021 09:00:00;01.09.2021 10:00:00;13.00;Cent/kWh
01.09.2021 10:00:00;01.09.2021 11:00:00;11.70;Cent/kWh
01.09.2021 11:00:00;01.09.2021 12:00:00;10.98;Cent/kWh
01.09.2021 12:00:00;01.09.2021 13:00:00;10.39;Cent/kWh
01.09.2021 13:00:00;01.09.2021 14:00:00;9.80;Cent/kWh
01.09.2021 14:00:00;01.09.2021 15:00:00;9.50;Cent/kWh
01.09.2021 15:00:00;01.09.2021 16:00:00;9.51;Cent/kWh
01.09.2021 16:00:00;01.09.2021 17:00:00;9.76;Cent/kWh
01.09.2021 17:00:00;01.09.2021 18:00:00;11.53;Cent/kWh
01.09.2021 18:00:00;01.09.2021 19:00:00;13.10;Cent/kWh
01.09.2021 19:00:00;01.09.2021 20:00:00;14.53;Cent/kWh
01.09.2021 20:00:00;01.09.2021 21:00:00;14.45;Cent/kWh
01.09.2021 21:00:00;01.09.2021 22:00:00;12.53;Cent/kWh
01.09.2021 22:00:00;01.09.2021 23:00:00;11.44;Cent/kWh
01.09.2021 23:00:00;02.09.2021 00:00:00;10.27;Cent/kWh
02.09.2021 00:00:00;02.09.2021 01:00:00;9.76;Cent/kWh
02.09.2021 01:00:00;02.09.2021 02:00:00;9.48;Cent/kWh
02.09.2021 02:00:00;02.09.2021 03:00:00;9.39;Cent/kWh
02.09.2021 03:00:00;02.09.2021 04:00:00;9.23;Cent/kWh
02.09.2021 04:00:00;02.09.2021 05:00:00;9.18;Cent/kWh
02.09.2021 05:00:00;02.09.2021 06:00:00;10.18;Cent/kWh
02.09.2021 06:00:00;02.09.2021 07:00:00;12.89;Cent/kWh
02.09.2021 07:00:00;02.09.2021 08:00:00;15.00;Cent/kWh
02.09.2021 08:00:00;02.09.2021 09:00:00;14.64;Cent/kWh
02.09.2021 09:00:00;02.09.2021 10:00:00;12.94;Cent/kWh
02.09.2021 10:00:00;02.09.2021 11:00:00;11.89;Cent/kWh
02.09.2021 11:00:00;02.09.2021 12:00:00;11.30;Cent/kWh
02.09.2021 12:00:00;02.09.2021 13:00:00;10.78;Cent/kWh
02.09.2021 13:00:00;02.09.2021 14:00:00;10.10;Cent/kWh
02.09.2021 14:00:00;02.09.2021 15:00:00;9.80;Cent/kWh
02.09.2021 15:00:00;02.09.2021 16:00:00;10.51;Cent/kWh
02.09.2021 16:00:00;02.09.2021 17:00:00;11.24;Cent/kWh
02.09.2021 17:00:00;02.09.2021 18:00:00;12.27;Cent/kWh
02.09.2021 18:00:00;02.09.2021 19:00:00;13.80;Cent/kWh
02.09.2021 19:00:00;02.09.2021 20:00:00;15.85;Cent/kWh
02.09.2021 20:00:00;02.09.2021 21:00:00;15.49;Cent/kWh
02.09.2021 21:00:00;02.09.2021 22:00:00;13.04;Cent/kWh
02.09.2021 22:00:00;02.09.2021 23:00:00;11.87;Cent/kWh
02.09.2021 23:00:00;03.09.2021 00:00:00;11.33;Cent/kWh
03.09.2021 00:00:00;03.09.2021 01:00:00;10.10;Cent/kWh
03.09.2021 01:00:00;03.09.2021 02:00:00;9.57;Cent/kWh
03.09.2021 02:00:00;03.09.2021 03:00:00;9.50;Cent/kWh
03.09.2021 03:00:00;03.09.2021 04:00:00;9.01;Cent/kWh
03.09.2021 04:00:00;03.09.2021 05:00:00;9.01;Cent/kWh
03.09.2021 05:00:00;03.09.2021 06:00:00;9.52;Cent/kWh
03.09.2021 06:00:00;03.09.2021 07:00:00;12.25;Cent/kWh
03.09.2021 07:00:00;03.09.2021 08:00:00;13.60;Cent/kWh
03.09.2021 08:00:00;03.09.2021 09:00:00;13.47;Cent/kWh
03.09.2021 09:00:00;03.09.2021 10:00:00;12.32;Cent/kWh
03.09.2021 10:00:00;03.09.2021 11:00:00;10.92;Cent/kWh
03.09.2021 11:00:00;03.09.2021 12:00:00;9.97;Cent/kWh
03.09.2021 12:00:00;03.09.2021 13:00:00;9.45;Cent/kWh
03.09.2021 13:00:00;03.09.2021 14:00:00;9.02;Cent/kWh
03.09.2021 14:00:00;03.09.2021 15:00:00;9.01;Cent/kWh
03.09.2021 15:00:00;03.09.2021 16:00:00;9.19;Cent/kWh
03.09.2021 16:00:00;03.09.2021 17:00:00;9.23;Cent/kWh
03.09.2021 17:00:00;03.09.2021 18:00:00;11.90;Cent/kWh
03.09.2021 18:00:00;03.09.2021 19:00:00;13.16;Cent/kWh
03.09.2021 19:00:00;03.09.2021 20:00:00;14.39;Cent/kWh
03.09.2021 20:00:00;03.09.2021 21:00:00;14.34;Cent/kWh
03.09.2021 21:00:00;03.09.2021 22:00:00;12.99;Cent/kWh
03.09.2021 22:00:00;03.09.2021 23:00:00;12.10;Cent/kWh
03.09.2021 23:00:00;04.09.2021 00:00:00;11.79;Cent/kWh
04.09.2021 00:00:00;04.09.2021 01:00:00;11.42;Cent/kWh
04.09.2021 01:00:00;04.09.2021 02:00:00;10.60;Cent/kWh
04.09.2021 02:00:00;04.09.2021 03:00:00;9.81;Cent/kWh
04.09.2021 03:00:00;04.09.2021 04:00:00;9.57;Cent/kWh
04.09.2021 04:00:00;04.09.2021 05:00:00;9.57;Cent/kWh
04.09.2021 05:00:00;04.09.2021 06:00:00;9.62;Cent/kWh
04.09.2021 06:00:00;04.09.2021 07:00:00;10.38;Cent/kWh
04.09.2021 07:00:00;04.09.2021 08:00:00;12.10;Cent/kWh
04.09.2021 08:00:00;04.09.2021 09:00:00;12.20;Cent/kWh
04.09.2021 09:00:00;04.09.2021 10:00:00;11.60;Cent/kWh
04.09.2021 10:00:00;04.09.2021 11:00:00;9.57;Cent/kWh
04.09.2021 11:00:00;04.09.2021 12:00:00;8.95;Cent/kWh
04.09.2021 12:00:00;04.09.2021 13:00:00;9.00;Cent/kWh
04.09.2021 13:00:00;04.09.2021 14:00:00;8.71;Cent/kWh
04.09.2021 14:00:00;04.09.2021 15:00:00;8.42;Cent/kWh
04.09.2021 15:00:00;04.09.2021 16:00:00;8.65;Cent/kWh
04.09.2021 16:00:00;04.09.2021 17:00:00;8.93;Cent/kWh
04.09.2021 17:00:00;04.09.2021 18:00:00;10.75;Cent/kWh
04.09.2021 18:00:00;04.09.2021 19:00:00;12.73;Cent/kWh
04.09.2021 19:00:00;04.09.2021 20:00:00;14.26;Cent/kWh
04.09.2021 20:00:00;04.09.2021 21:00:00;14.24;Cent/kWh
04.09.2021 21:00:00;04.09.2021 22:00:00;12.79;Cent/kWh
04.09.2021 22:00:00;04.09.2021 23:00:00;12.20;Cent/kWh
04.09.2021 23:00:00;05.09.2021 00:00:00;9.87;Cent/kWh
05.09.2021 00:00:00;05.09.2021 01:00:00;10.48;Cent/kWh
05.09.2021 01:00:00;05.09.2021 02:00:00;9.96;Cent/kWh
05.09.2021 02:00:00;05.09.2021 03:00:00;9.54;Cent/kWh
05.09.2021 03:00:00;05.09.2021 04:00:00;9.25;Cent/kWh
05.09.2021 04:00:00;05.09.2021 05:00:00;9.20;Cent/kWh
05.09.2021 05:00:00;05.09.2021 06:00:00;9.26;Cent/kWh
05.09.2021 06:00:00;05.09.2021 07:00:00;9.38;Cent/kWh
05.09.2021 07:00:00;05.09.2021 08:00:00;9.29;Cent/kWh
05.09.2021 08:00:00;05.09.2021 09:00:00;9.34;Cent/kWh
05.09.2021 09:00:00;05.09.2021 10:00:00;9.20;Cent/kWh
05.09.2021 10:00:00;05.09.2021 11:00:00;8.87;Cent/kWh
05.09.2021 11:00:00;05.09.2021 12:00:00;8.40;Cent/kWh
05.09.2021 12:00:00;05.09.2021 13:00:00;8.15;Cent/kWh
05.09.2021 13:00:00;05.09.2021 14:00:00;6.57;Cent/kWh
05.09.2021 14:00:00;05.09.2021 15:00:00;6.01;Cent/kWh
05.09.2021 15:00:00;05.09.2021 16:00:00;6.91;Cent/kWh
05.09.2021 16:00:00;05.09.2021 17:00:00;8.49;Cent/kWh
05.09.2021 17:00:00;05.09.2021 18:00:00;9.52;Cent/kWh
05.09.2021 18:00:00;05.09.2021 19:00:00;12.75;Cent/kWh
05.09.2021 19:00:00;05.09.2021 20:00:00;13.87;Cent/kWh
05.09.2021 20:00:00;05.09.2021 21:00:00;13.91;Cent/kWh
05.09.2021 21:00:00;05.09.2021 22:00:00;12.96;Cent/kWh
05.09.2021 22:00:00;05.09.2021 23:00:00;12.30;Cent/kWh
05.09.2021 23:00:00;06.09.2021 00:00:00;10.03;Cent/kWh
06.09.2021 00:00:00;06.09.2021 01:00:00;10.53;Cent/kWh
06.09.2021 01:00:00;06.09.2021 02:00:00;10.48;Cent/kWh
06.09.2021 02:00:00;06.09.2021 03:00:00;10.19;Cent/kWh
06.09.2021 03:00:00;06.09.2021 04:00:00;9.80;Cent/kWh
06.09.2021 04:00:00;06.09.2021 05:00:00;10.00;Cent/kWh
06.09.2021 05:00:00;06.09.2021 06:00:00;11.00;Cent/kWh
06.09.2021 06:00:00;06.09.2021 07:00:00;13.60;Cent/kWh
06.09.2021 07:00:00;06.09.2021 08:00:00;16.49;Cent/kWh
06.09.2021 08:00:00;06.09.2021 09:00:00;15.97;Cent/kWh
06.09.2021 09:00:00;06.09.2021 10:00:00;13.93;Cent/kWh
06.09.2021 10:00:00;06.09.2021 11:00:00;12.80;Cent/kWh
06.09.2021 11:00:00;06.09.2021 12:00:00;11.07;Cent/kWh
06.09.2021 12:00:00;06.09.2021 13:00:00;11.11;Cent/kWh
06.09.2021 13:00:00;06.09.2021 14:00:00;11.04;Cent/kWh
06.09.2021 14:00:00;06.09.2021 15:00:00;10.55;Cent/kWh
06.09.2021 15:00:00;06.09.2021 16:00:00;11.51;Cent/kWh
06.09.2021 16:00:00;06.09.2021 17:00:00;12.87;Cent/kWh
06.09.2021 17:00:00;06.09.2021 18:00:00;13.77;Cent/kWh
06.09.2021 18:00:00;06.09.2021 19:00:00;15.00;Cent/kWh
06.09.2021 19:00:00;06.09.2021 20:00:00;19.07;Cent/kWh
06.09.2021 20:00:00;06.09.2021 21:00:00;18.17;Cent/kWh
06.09.2021 21:00:00;06.09.2021 22:00:00;14.72;Cent/kWh
06.09.2021 22:00:00;06.09.2021 23:00:00;13.27;Cent/kWh
06.09.2021 23:00:00;07.09.2021 00:00:00;11.08;Cent/kWh
07.09.2021 00:00:00;07.09.2021 01:00:00;11.07;Cent/kWh
07.09.2021 01:00:00;07.09.2021 02:00:00;11.20;Cent/kWh
07.09.2021 02:00:00;07.09.2021 03:00:00;10.85;Cent/kWh
07.09.2021 03:00:00;07.09.2021 04:00:00;10.76;Cent/kWh
07.09.2021 04:00:00;07.09.2021 05:00:00;10.76;Cent/kWh
07.09.2021 05:00:00;07.09.2021 06:00:00;11.05;Cent/kWh
07.09.2021 06:00:00;07.09.2021 07:00:00;14.20;Cent/kWh
07.09.2021 07:00:00;07.09.2021 08:00:00;16.09;Cent/kWh
07.09.2021 08:00:00;07.09.2021 09:00:00;16.44;Cent/kWh
07.09.2021 09:00:00;07.09.2021 10:00:00;14.25;Cent/kWh
07.09.2021 10:00:00;07.09.2021 11:00:00;13.45;Cent/kWh
07.09.2021 11:00:00;07.09.2021 12:00:00;12.01;Cent/kWh
07.09.2021 12:00:00;07.09.2021 13:00:00;11.31;Cent/kWh
07.09.2021 13:00:00;07.09.2021 14:00:00;10.89;Cent/kWh
07.09.2021 14:00:00;07.09.2021 15:00:00;10.83;Cent/kWh
07.09.2021 15:00:00;07.09.2021 16:00:00;10.80;Cent/kWh
07.09.2021 16:00:00;07.09.2021 17:00:00;11.31;Cent/kWh
07.09.2021 17:00:00;07.09.2021 18:00:00;13.58;Cent/kWh
07.09.2021 18:00:00;07.09.2021 19:00:00;14.59;Cent/kWh
07.09.2021 19:00:00;07.09.2021 20:00:00;18.00;Cent/kWh
07.09.2021 20:00:00;07.09.2021 21:00:00;16.40;Cent/kWh
07.09.2021 21:00:00;07.09.2021 22:00:00;14.13;Cent/kWh
07.09.2021 22:00:00;07.09.2021 23:00:00;12.65;Cent/kWh
