start;end;baseprice;unit
01.09.2022 00:00:00;01.09.2022 01:00:00;50.87;Cent/kWh
01.09.2022 01:00:00;01.09.2022 02:00:00;49.50;Cent/kWh
01.09.2022 02:00:00;01.09.2022 03:00:00;49.73;Cent/kWh
01.09.2022 03:00:00;01.09.2022 04:00:00;48.78;Cent/kWh
01.09.2022 04:00:00;01.09.2022 05:00:00;49.51;Cent/kWh
01.09.2022 05:00:00;01.09.2022 06:00:00;53.28;Cent/kWh
01.09.2022 06:00:00;01.09.2022 07:00:00;64.76;Cent/kWh
01.09.2022 07:00:00;01.09.2022 08:00:00;67.49;Cent/kWh
01.09.2022 08:00:00;01.09.2022 09:00:00;68.01;Cent/kWh
01.09.2022 09:00:00;01.09.2022 10:00:00;62.58;Cent/kWh
01.09.2022 10:00:00;01.09.2022 11:00:00;60.40;Cent/kWh
01.09.2022 11:00:00;01.09.2022 12:00:00;66.40;Cent/kWh
01.09.2022 12:00:00;01.09.2022 13:00:00;68.00;Cent/kWh
01.09.2022 13:00:00;01.09.2022 14:00:00;67.99;Cent/kWh
01.09.2022 14:00:00;01.09.2022 15:00:00;67.49;Cent/kWh
01.09.2022 15:00:00;01.09.2022 16:00:00;68.50;Cent/kWh
01.09.2022 16:00:00;01.09.2022 17:00:00;66.05;Cent/kWh
01.09.2022 17:00:00;01.09.2022 18:00:00;67.99;Cent/kWh
01.09.2022 18:00:00;01.09.2022 19:00:00;70.35;Cent/kWh
01.09.2022 19:00:00;01.09.2022 20:00:00;74.59;Cent/kWh
01.09.2022 20:00:00;01.09.2022 21:00:00;71.82;Cent/kWh
01.09.2022 21:00:00;01.09.2022 22:00:00;64.99;Cent/kWh
01.09.2022 22:00:00;01.09.2022 23:00:00;58.15;Cent/kWh
01.09.2022 23:00:00;02.09.2022 00:00:00;51.24;Cent/kWh
02.09.2022 00:00:00;02.09.2022 01:00:00;45.61;Cent/kWh
02.09.2022 01:00:00;02.09.2022 02:00:00;41.87;Cent/kWh
02.09.2022 02:00:00;02.09.2022 03:00:00;39.54;Cent/kWh
02.09.2022 03:00:00;02.09.2022 04:00:00;36.27;Cent/kWh
02.09.2022 04:00:00;02.09.2022 05:00:00;39.17;Cent/kWh
02.09.2022 05:00:00;02.09.2022 06:00:00;44.54;Cent/kWh
02.09.2022 06:00:00;02.09.2022 07:00:00;53.21;Cent/kWh
02.09.2022 07:00:00;02.09.2022 08:00:00;56.61;Cent/kWh
02.09.2022 08:00:00;02.09.2022 09:00:00;58.20;Cent/kWh
02.09.2022 09:00:00;02.09.2022 10:00:00;55.48;Cent/kWh
02.09.2022 10:00:00;02.09.2022 11:00:00;54.19;Cent/kWh
02.09.2022 11:00:00;02.09.2022 12:00:00;54.46;Cent/kWh
02.09.2022 12:00:00;02.09.2022 13:00:00;55.00;Cent/kWh
02.09.2022 13:00:00;02.09.2022 14:00:00;56.66;Cent/kWh
02.09.2022 14:00:00;02.09.2022 15:00:00;54.17;Cent/kWh
02.09.2022 15:00:00;02.09.2022 16:00:00;54.34;Cent/kWh
02.09.2022 16:00:00;02.09.2022 17:00:00;54.54;Cent/kWh
02.09.2022 17:00:00;02.09.2022 18:00:00;55.19;Cent/kWh
02.09.2022 18:00:00;02.09.2022 19:00:00;54.69;Cent/kWh
02.09.2022 19:00:00;02.09.2022 20:00:00;60.00;Cent/kWh
02.09.2022 20:00:00;02.09.2022 21:00:00;57.07;Cent/kWh
02.09.2022 21:00:00;02.09.2022 22:00:00;45.00;Cent/kWh
02.09.2022 22:00:00;02.09.2022 23:00:00;43.50;Cent/kWh
02.09.2022 23:00:00;03.09.2022 00:00:00;26.01;Cent/kWh
03.09.2022 00:00:00;03.09.2022 01:00:00;52.99;Cent/kWh
03.09.2022 01:00:00;03.09.2022 02:00:00;27.82;Cent/kWh
03.09.2022 02:00:00;03.09.2022 03:00:00;32.15;Cent/kWh
03.09.2022 03:00:00;03.09.2022 04:00:00;25.01;Cent/kWh
03.09.2022 04:00:00;03.09.2022 05:00:00;26.04;Cent/kWh
03.09.2022 05:00:00;03.09.2022 06:00:00;29.17;Cent/kWh
03.09.2022 06:00:00;03.09.2022 07:00:00;27.50;Cent/kWh
03.09.2022 07:00:00;03.09.2022 08:00:00;37.01;Cent/kWh
03.09.2022 08:00:00;03.09.2022 09:00:00;40.10;Cent/kWh
03.09.2022 09:00:00;03.09.2022 10:00:00;40.63;Cent/kWh
03.09.2022 10:00:00;03.09.2022 11:00:00;39.61;Cent/kWh
03.09.2022 11:00:00;03.09.2022 12:00:00;39.61;Cent/kWh
03.09.2022 12:00:00;03.09.2022 13:00:00;34.01;Cent/kWh
03.09.2022 13:00:00;03.09.2022 14:00:00;37.13;Cent/kWh
